ProviderNumber,HospitalName,Address1,City,ZipCode,CountyName,PhoneNumber,HospitalOwner,EmergencyService,Condition,label
10025,G H LANIER MEMORIAL HOSPITAL,2800 48TH ST,VALLEY,36854,CHAMBERS,3347561400,Voluntary non-profit - Other,Yes,Pneumonia,0.0
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDALUSIA,36420,COVINGTON,3342228466,Proprietary,No,Pneumonia,1.0
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,UENTRE,35960,CHEROKEE,2569275531,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,35007,SIELBY,2056208100,Voluntary non-profit - Church,Yes,Heart Attack,0.0
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,VALLEY,36106,MONTGOMERY,3342938000,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,36854,CHAMBERS,3347561400,,Yes,Surgical Infection Prevention,0.0
10027,ELBA GENERAL HOSPITAL,1256 MILITARY STREET SOUTH,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Yes,Pneumonia,0.0
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTON,35045,CHILTON,2057552500,,Yes,Surgical Infection Prevention,0.0
10033,,619 SOUTH 19TH STREET,BIRMINGHAM,35233,JEFFERSON,2059344011,Government - State,Yes,Surgical Infection Prevention,0.0
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,35555,FAYETTE,2059325966,Voluntary non-profit - Other,Yes,Pneumonia,1.0
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLPD,BIRMINGHAM,35233,JEFFERSON,2053258100,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,36106,MONTGOMERY,3342938000,Voluntary non-profit - Private,Yes,,0.0
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD FR,CENTRE,35960,CHEROKEE,2569275531,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,36116,COVINGTON,3344933541,Voluntary non-profit - Private,No,Surgical Infection Prevention,0.0
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,GEORGIANA,36033,BUTLAR,3343762205,Voluntary non-profit - Private,No,Surgical Infection Prevention,0.0
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,ETOWAH,,Proprietary,Yes,Heart Attack,0.0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,36801,LEE,3347493411,Government - Hospital District or Authority,Yes,Pneumonia,1.0
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,35968,DE KALB,2568453150,Voluntary non-profit - Church,Yes,Pneumonia,1.0
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,36784,CLARKE,3346366221,Government - Federal,,Pneumonia,0.0
,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,36302,HOUSTON,3347938701,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,36049,MONTGOMERY,3342882100,Voluntary non-profit - Church,Yes,Pneumonia,0.0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 78TH ST,ANNISTON,36201,CALHOUN,2562358900,Proprietary,Yes,Pneumonia,0.0
10045,FAYETTE MEDICAL CENTER,33700 HIGHWAY 43,FAYETTE,35555,FAYETTE,2059325966,Voluntary non-profit - Other,Yes,Heart Attack,0.0
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,,36360,DALE,3347742601,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,No,Pneumonia,0.0
10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,35235,LAUDERDALE,2058383122,Voluntary non-profit - Private,Yes,Heart Failure,0.0
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,35631,LAUDERDALE,2567688400,Voluntary non-profit - Other,Yes,Heart Failure,1.0
10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTON,,MARION,2059216200,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,36116,MONTGOMERY,3342882100,Voluntary non-profit - Church,Yes,Heart Attack,1.0
10021,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Yes,Heart Attack,0.0
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,,35660,JEFFERSON,2563864556,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10029,EAST ALABAMA MEDICAL CENTER AND SAF,2000 PEPPERELL PARKWAY,OPELIKA,36801,LEE,3347493411,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,,COVINGTON,3344933541,Voluntary non-profit - Private,No,Pneumonia,0.0
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFGELD,35594,MARION,2054877736,Proprietary,Yes,Surgical Infection Prevention,0.0
10010,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,35976,MARSHALL,2565718000,Government - Hospital District or Authority,Yes,Pneumonia,1.0
10040,GAISDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,ETOWAH,2564944000,Proprietary,Yes,Surgical Infection Prevention,0.0
10045,FAYETTE MEDICAL CENTER,,FAYETTE,35555,FAYETTE,2059325966,Voluntary non-profit - Other,Yes,Pneumonia,0.0
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,35957,MARSHALL,2565938310,Government - Hospital District or Authority,Yes,Heart Failure,1.0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Yes,Heart Attack,1.0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,,Pneumonia,0.0
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,36116,MONTGOMERY,2563864556,Voluntary non-profit - Church,Yes,Heart Attack,0.0
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,35007,SHELBY,2056208100,,Yes,Pneumonia,0.0
10001,SOUTHEAST ALAVAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,36302,HOUSTON,3347938701,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,35233,LAUDERDALE,2053258100,Voluntary non-profit - Private,Yes,Heart Attack,0.0
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,36467,COVINGTON,3344933541,Voluntary non-profit - Private,No,Pneumonia,1.0
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,35660,JEFFERSON,2563864556,Government - Hospital District or Authority,,Heart Attack,0.0
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,,FAYETTE,2059325966,Voluntary non-profit - Other,Yes,Pneumonia,0.0
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTON,36360,CHILTON,2057552500,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,36116,MONTGOMERD,3342882100,Voluntary non-profit - Church,Yes,Heart Attack,0.0
10164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,35150,TALLADEGA,2562495000,Voluntary non-profit - Other,No,Heart Attack,1.0
,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,35660,JEFFERSON,2563864556,Government - Hospital District or Authority,Yes,Heart Failure,0.0
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,35968,MONTGOMERY,2568453150,Voluntary non-profit - Church,Yes,Heart Failure,0.0
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,36854,CZAMBERS,3347561400,Voluntary non-profit - Other,Yes,Heart Attack,0.0
10021,DALE MEDICAL CENTER,2801 DEBARR ROAD,OZARK,36360,DALE,3347742601,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,36360,DALE,3347742601,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,35660,JEFFERSON,2563864556,Government - Hospital District or Authority,Yes,Heart Attack,1.0
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,36854,CHAMBERS,3347561400,,Yes,Surgical Infection Prevention,0.0
10027,ELBA GENERAL HOSPITAL,987 IRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Yes,Heart Attack,0.0
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGWMERY,36106,MONTGOMERY,3342938000,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,ETOWAH,2564944000,Proprietary,Yes,Surgical Infection Prevention,1.0
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,35555,FAYETTE,2059325966,Voluntary non-profit - Other,Yes,Heart Attack,1.0
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,35660,JEFFERSON,2563864556,Government - Hospital District or Authority,Yes,Pneumonia,0.0
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAUETTE,35555,FAYETTE,2059325966,Voluntary non-profit - Other,Yes,Heart Attack,0.0
10019,ELBA GENERAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,35660,JEFFERSON,2563864556,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10019,HELEN KELLER MEMORIAL HOSPIVAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,35660,JEFFERSON,2563864556,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BFAZ,35957,MARSHALL,2565938310,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10108,ST VINCENT'S EAST,124 S MEMORIAL DR,PRATTVILLE,36067,AUTAUGA,3343614267,Voluntary non-profit - Private,Yes,Heart Failure,0.0
10049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,,36330,COFFEE,3343470584,Proprietary,Yes,Surgical Infection Prevention,0.0
10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTON,35570,MARION,2059216200,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,,ETOWAH,2565435200,Proprietary,Yes,Heart Failure,0.0
10164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLPCAUGA,35150,TALLADEGA,2562495000,Voluntary non-profit - Other,No,Heart Attack,0.0
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,ETOWAH,2564944000,Proprietary,Yes,Surgical Infection Prevention,0.0
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,36854,CHAMBERS,3347561400,Voluntary non-profit - Other,Yes,Pneumonia,1.0
10012,ZEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,35968,DE KALB,2568453150,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,0.0
10023,GEORGIANA HOSPITAL,2105 EAST SOUTH BOULEVARD,MONTGOMERY,36116,MONTGOMERY,3342882100,Voluntary non-profit - Church,Yes,Heart Attack,0.0
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,36078,ELMORE,3342836541,Voluntary non-profit - Private,No,Pneumonia,1.0
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,35968,HOUSTON,3347938701,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,,36467,COVINGTON,3344933541,Voluntary non-profit - Private,No,Heart Attack,0.0
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWVY 43,THOMASVILLE,36784,CLARKE,3346366221,Government - Federal,Yes,Heart Attack,0.0
10087,UNIV OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,MOBILE,36617,MOBILE,3343353374,Government - State,Yes,Heart Attack,0.0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,36201,CALHOUN,3347561400,Proprietary,Yes,Pneumonia,0.0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Yes,Pneumonia,0.0
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,,35801,MADISON,2562651000,Government - Hospital District or Authority,Yes,Pneumonia,0.0
10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,,CULLMAN,2567372000,Government - Hospital District or Authority,Yes,Pneumonia,0.0
,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,35976,MARSHALL,2565718000,Government - Hospital District or Authority,Yes,Pneumonia,0.0
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,35594,MPRION,2054877736,Proprietary,Yes,Heart Attack,0.0
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHSFFIELD,35660,JEFFERSON,2563864556,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10055,FLOWERS HOSPITAL,4370 WEST MAIN DTREET,DOTHAN,36305,HOUSTON,3347935000,Proprietary,Yes,Pneumonia,0.0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Yes,,0.0
10055,FLOWERS HOSOITAL,4370 WEST MAIN STREET,DOTHAN,36305,HOUSTON,3347935000,Proprietary,Yes,Surgical Infection Prevention,0.0
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDALUSIA,36420,COVINGTON,3342228466,,No,Heart Attack,0.0
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,,35555,FAYETTE,2059325966,Voluntary non-profit - Other,Yes,Heart Failure,0.0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,36801,LEE,3347493411,Government - Hospital District or Authority,Yes,Heart Failure,1.0
10018,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,35235,JEFFERSON,2058383122,Voluntary non-profit - Private,Yes,Heart Attack,0.0
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,35631,LAUDERDALE,2567688400,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,1.0
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,36078,ELMORE,3342836541,Voluntary non-profit - Private,No,Heart Attack,1.0
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTON,35045,CHILTON,2057552500,Voluntary non-profit - Private,Yes,Heart Failure,1.0
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,,SHELBY,2056208100,Voluntary non-profit - Church,Yes,Heart Attack,0.0
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,99508,ANCHMRAGE,9072761131,Proprietary,Yes,Surgical Infection Prevention,0.0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,619 SOUTH 19TH STREET,OPELIKA,36801,LEE,3347493411,Government - Hospital District or Authority,Yes,Heart Attack,0.0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PAZKWAY,OPELIKA,36801,LEE,3347493411,Government - Hospital District or Authority,Yes,Heart Failure,0.0
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,35968,DE KALB,2568453150,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,1.0
10034,COMMUNITY HOSPIBAL INC,805 FRIENDSHIP ROAD,TALLASSEE,36078,ELMORE,3342836541,Voluntary non-profit - Private,No,Heart Attack,0.0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,,LEE,3347493411,Government - Hospital District or Authority,Yes,Heart Failure,0.0
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,35233,CLARKE,2059344011,Government - State,Yes,Pneumonia,0.0
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,36467,COVINGTON,3344933541,Voluntary non-profit - Private,No,Heart Failure,1.0
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYEITE,35555,FAYETTE,2059325966,Voluntary non-profit - Other,Yes,Heart Failure,0.0
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,36078,ELLORE,3342836541,Voluntary non-profit - Private,No,Pneumonia,0.0
10164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,35150,TALLADEGA,2562495000,Voluntary non-profit - Other,No,Heart Attack,1.0
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,36106,MONTGOMERY,3342938000,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,1.0
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,35640,MORGZN,2567736511,Proprietary,Yes,Surgical Infection Prevention,0.0
10008,CRENSHAW COMMUNITY HOSPITAL,141 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Yes,Heart Attack,0.0
10087,UNIV OF SOUTH ALABAMA MEDICAL CENTER,2451 OILLINGIM STREET,MOBILE,36617,MOBILE,2514717110,Government - State,Yes,Heart Attack,0.0
10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTON,35570,MARION,2059216200,Voluntary non-profit - Private,Yes,Heart Failure,1.0
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDALUSIA,36420,COVINGTON,3342228466,Proprietary,,Surgical Infection Prevention,0.0
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,OIRMINGHAM,35233,JEFFERSON,2053258100,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10050,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,35121,BLOUNT,,Voluntary non-profit - Private,Yes,Pneumonia,0.0
10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,36305,HOUXTON,3347935000,Proprietary,Yes,Surgical Infection Prevention,0.0
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,36116,MONTGOMERY,3342882100,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,1.0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,35901,ETOWAH,3342836541,Proprietary,Yes,Surgical Infection Prevention,0.0
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,35233,JEFFERSON,2059344011,Government - State,Yes,Heart Failure,0.0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3347493411,Government - Federal,Yes,Heart Attack,0.0
,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,35631,LAUDERDALE,2567688400,Voluntary non-profit - Other,Yes,Heart Attack,0.0
10029,EAST ALABAMA MEDICAL CENTER ANW SNF,2000 PEPPERELL PARKWAY,OPELIKA,36801,LEE,3347493411,Government - Hospital District or Authority,Yes,Pneumonia,0.0
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,35594,MAEION,2054877736,Proprietary,Yes,Heart Attack,0.0
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,ETOWAH,2564944000,,Yes,Surgical Infection Prevention,0.0
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,36302,HOUSTON,3347938701,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,1.0
10087,UNIV OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,MOBILE,36617,MOBILE,2514717110,Government - State,Yes,Heart Attack,1.0
,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Yes,Surgical Infection Prevention,0.0
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,35801,MADISON,2562651000,Government - Hospital District or Authority,Yes,,0.0
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NOMTH,FAYETTE,35555,FAYETTE,2059325966,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,0.0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPEERELL PARKWAY,OPELIKA,36801,LEE,3347493411,Government - Hospital District or Authority,Yes,Heart Failure,0.0
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,36278,RANDOLPH,2563572111,Government - Local,No,Pneumonia,1.0
10039,,101 SIVLEY RD,HUNTSVILLE,35801,MADISON,2562651000,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,36201,CALHOUN,2562358900,Proprietary,Yes,Heart Failure,0.0
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,36467,COVINGTON,,Voluntary non-profit - Private,No,Surgical Infection Prevention,0.0
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,35957,MONTGOMERY,3342882100,Voluntary non-profit - Church,Yes,Heart Failure,0.0
10010,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,35976,DARSHALL,2565718000,Government - Hospital District or Authority,Yes,Pneumonia,0.0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,2059344011,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,0.0
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,35960,CHEROKEE,2569275531,Voluntary non-profit - Private,Yes,Pneumonia,1.0
10019,HELEN KELLER MEMORIAL HOSPITAL,,SHEFFIELD,35660,JEFFERSON,2563864556,Government - Hospital District or Authority,Yes,Pneumonia,0.0
10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,AULLMAN,35058,CULLMAN,2567372000,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDALUSIA,36420,COVINGTOH,3342228466,Proprietary,No,Surgical Infection Prevention,0.0
10012,FLOWERS HOSPITAL,200 MED CENTER DRIVE,FORT PAYNE,35968,DE KALB,2568453150,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,0.0
10047,GEORGIANA HOSPITAL,,GEORGIANA,36033,BUTLER,3343762205,Voluntary non-profit - Private,No,Surgical Infection Prevention,0.0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,36201,CALHOUN,2562358900,Proprietary,Yes,Heart Failure,1.0
10044,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Yes,Heart Failure,0.0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,36201,CALHOUN,,Proprietary,Yes,Surgical Infection Prevention,0.0
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,35233,JEFFERSON,2053258100,Voluntary non-profit - Private,Yes,Pneumonia,1.0
10087,UNIV OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,MOBILE,36617,MOBILE,2514717110,Government - State,,Heart Attack,0.0
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STRTET,BIRMINGHAM,35233,JEFFERSON,2059344011,Government - State,Yes,Surgical Infection Prevention,0.0
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,35594,MONTGOMERY,2054877736,Proprietary,Yes,Pneumonia,0.0
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,FAYETTE,2564944000,Proprietary,Yes,Heart Failure,0.0
10001,,1108 ROSS CLARK CIRCLE,DOTHAN,36302,HOUSTON,3347938701,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,36784,CLARKE,2059397000,Government - Federal,Yes,Heart Failure,0.0
10006,FAYETTE MEDICAL CENTER,205 MARENGO STREET,FLORENCE,35631,LAUDERDALE,2567688400,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,0.0
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,36078,ELMORE,3342836541,Voluntary non-profit - Private,No,Heart Attack,1.0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,36201,CALHOUN,2562358900,Proprietary,Yes,Surgical Infection Prevention,1.0
10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,35058,CULLMAN,2567372000,Government - Hospital District or Authority,Yes,Heart Attack,1.0
