ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,label
10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTON,0,35570,MARION,2059216200,np
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDALKSIA,AL,36420,COVINGTON,3342228466,misspellings
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,truth
10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,36049,JEFFERSON,2058383122,shuffling
10049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,AL,36330,COFFEE,3343470584,shuffling
0,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,AL,35976,MARSHALL,2565718000,np
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,AL,35640,MORGAS,2567736511,misspellings
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,AL,0,COVINGTON,3344933541,np
10008,CRENSHAW COMMUNITY HOSPITLL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,CRENSHAW,3343353374,misspellings
10006,ELIZA COFFEE MEMORIAL HOSPITAL,4800 48TH ST,FLORENCE,AL,35631,LAUDERDALE,2567688400,shuffling
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,truth
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,NPP,AL,36467,COVINGTON,3344933541,misspellings
10036,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,shuffling
10010,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,0,AL,35976,MARSHALL,2565718000,np
0,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,np
10009,HARTSEVLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,AL,35640,MORGAN,2567736511,misspellings
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,OPELIKA,AL,35801,MADISON,2562651000,shuffling
10021,0,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,np
10010,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,0,35976,MARSHALL,2565718000,np
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,0,np
10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPRRELL PARKWAY,OPELIKA,AL,36801,LEE,3347493411,misspellings
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,AL,0,ELMORE,3342836541,np
10050,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,BIRMINGHAM,AL,35121,BLOUNT,2052743000,shuffling
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,3346366221,shuffling
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALVEY,AL,36854,CHAMBERS,3347561400,misspellings
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,AL,35594,CHAMBERS,2054877736,shuffling
10001,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,AL,35640,MORGAN,2567736511,shuffling
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,0,CRENSHAW,3343353374,np
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,99508,0,9072761131,np
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,truth
10038,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,MADISON,2562651000,shuffling
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,0,35960,CHEROKEE,2569275531,np
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358900,truth
10043,CHILTON MEDICAL CNNTER,1010 LAY DAM ROAD,CLANTON,AL,35045,CHILTON,2057552500,misspellings
0,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,CHAMBERS,3347561400,np
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,GEORGIANA,AL,36033,MARSHALL,3343762205,shuffling
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTON,AN,35045,CHILTON,2057552500,misspellings
10025,RIVERVIEW REGIONAL MEDICAL CENTER,4800 48TH ST,VALLEY,AL,36854,CHAMBERS,3347561400,shuffling
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,AL,36467,COVINGTON,0,np
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,0,AL,35903,ETOWAH,2564944000,np
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,0,2567688400,np
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,RANDOLPH,2563864556,shuffling
10022,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,MADISON,2562651000,shuffling
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,DL,36854,CHAMBERS,3347561400,misspellings
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,36784,MADISON,2562651000,shuffling
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,AL,36420,MORGAN,2567736511,shuffling
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,0,AL,35640,MORGAN,2567736511,np
10019,0,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,JEFFERSON,2563864556,np
10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,LEE,0,np
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,0,AL,36116,MONTGOMERY,3342882100,np
10050,ST VINCENTS BLOUNT,650 GILBREATH DRIVE,ONEONTA,AL,35121,BLOUNT,2052743000,misspellings
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,truth
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36067,CHAMBERS,3347561400,shuffling
10044,MARION REGIONAL MEDICAL CENTER,2000 PEPPERELL PARKWAY,HAMILTON,AL,35570,MARION,2059216200,shuffling
10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,AL,0,CULLMAN,2567372000,np
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY FVENUE,SHEFFIELD,AL,35660,JEFFERSON,2563864556,misspellings
10038,CRENSHAW COMMUNITY HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358900,shuffling
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,truth
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,99508,ANCHORAGE,2563864556,shuffling
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36302,HOUSTON,3347938701,truth
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,AL,36278,0,2563572111,np
10043,0,1010 LAY DAM ROAD,CLANTON,AL,35045,CHILTON,2057552500,np
20018,YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,AK,99559,BETHEL,9075436300,truth
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,AL,36078,ELMORE,3342836541,truth
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,HUNTSVILLE,AL,36201,CALHOUN,2562358900,shuffling
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,GEORGIANY,AL,36033,BUTLER,3343762205,misspellings
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,truth
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,AL,35640,MORGAN,2567736511,truth
10007,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358900,shuffling
10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,LXE,3347493411,misspellings
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36302,HOUSTON,3344933541,shuffling
10010,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,0,AL,35976,MARSHALL,2565718000,np
10035,CULLMAN REGIONAL MEDICAL CENTER,400 NORTHWOOD DR,CULLMAN,AL,35058,CULLMAN,2567372000,shuffling
10034,COMMUNITY HOSPITAA INC,805 FRIENDSHIP ROAD,TALLASSEE,AL,36078,ELMORE,3342836541,misspellings
10035,0,1912 ALABAMA HIGHWAY 157,CULLMAN,AL,35058,CULLMAN,2567372000,np
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,0,AL,36420,COVINGTON,3342228466,np
10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,LEE,2562651000,shuffling
10018,CALLAHAN EYE FOUNDATION HOSIITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,misspellings
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MOBILE,2565938310,shuffling
10010,MARSHALL MEDICAL CENTER NORTH,1530 U S HIGHWAY 43,GUNTERSVILLE,AL,35976,MARSHALL,2565718000,shuffling
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,MARION,3347742601,shuffling
10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTON,AL,35570,MARION,2059216200,truth
10050,RT VINCENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,AL,35121,BLOUNT,2052743000,misspellings
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,0,35801,MADISON,2562651000,np
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,AD,36078,ELMORE,3342836541,misspellings
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,LRENSHAW,3343353374,misspellings
10040,GADSDEN REGIONAL MEDICAL CENTER,1530 U S HIGHWAY 43,GADSDEN,AL,35903,ETOWAH,2564944000,shuffling
10036,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,AL,35640,MORGAN,2567736511,shuffling
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059344011,shuffling
20017,ALALKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,misspellings
10108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,AL,36067,AUTAUGA,3343614267,truth
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTON,AL,35045,CHILTON,2057552500,shuffling
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,shuffling
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,0,3347742601,np
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAGT SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,misspellings
10010,MARSHALL MEDICAL CENTER NORTH,209 NORTH MAIN STREET,GUNTERSVILLE,AL,35976,MARSHALL,2565718000,shuffling
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,shuffling
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,0,np
10049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,AL,35968,COFFEE,3343470584,shuffling
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,35640,ANCHORAGE,9072761131,shuffling
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,0,2569275531,np
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,0,AL,36467,COVINGTON,3344933541,np
10085,DECATUR GENERAL HOSPITAL,1201 7TH STREET SE,DECATUR,AL,35609,DALE,2563412000,shuffling
10043,CHILTON MEDICAL CENTER,515 MIRANDA ST,CLANTON,AL,35045,CHILTON,2057552500,shuffling
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358900,truth
10006,ELIZA COFFEE MEMORIAL HOSPITAL,101 SIVLEY RD,FLORENCE,AL,35631,LAUDERDALE,2567688400,shuffling
10086,COOSA VALLEY MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,AL,35594,MARION,2054877736,shuffling
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,truth
10050,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,0,35121,BLOUNT,2052743000,np
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,AL,35594,MARION,2054877736,truth
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTON,AL,35045,CHILTON,0,np
10164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,AL,35150,TALLADEGA,2562495000,truth
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2563572111,shuffling
10010,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,AL,35976,MARSHALL,2565718000,shuffling
0,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,np
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDMLE,2567688400,misspellings
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,AL,36278,RANIOLPH,2563572111,misspellings
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JGFFERSON,2059344011,misspellings
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,0,ANCHORAGE,9072761131,np
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,shuffling
10012,DEKALB REGIONAL MEDICAL CENTER,2000 PEPPERELL PARKWAY,FORT PAYNE,AL,35968,DE KALB,2568453150,shuffling
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,36106,0,3342938000,np
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,truth
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,JEFFERSON,2563864556,truth
10021,DALE MEDICAL CENTEC,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,misspellings
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,0,COFFEE,3348972257,np
10011,ST VINCENT'S EAST,50 MEDICAL PARK HAST DRIVE,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,misspellings
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,truth
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,AL,36467,COVINGTON,2059216200,shuffling
10010,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,AL,35976,MARSHALL,2565718000,truth
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DATHAN,AL,36302,HOUSTON,3347938701,misspellings
10033,UNCVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059344011,misspellings
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,AL,36467,COVINGTON,2565718000,shuffling
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,MADISNN,2562651000,misspellings
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,GEORGIANA,AL,36033,BUTLER,3343762205,shuffling
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358900,truth
0,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36323,COFFEE,3348972257,np
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,AL,35235,MORGAN,2567736511,shuffling
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JOFFERSON,2053258100,misspellings
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,CHAMBERS,3347561400,truth
10010,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,AL,35976,MARSHALL,2565718000,truth
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,ZL,35660,JEFFERSON,2563864556,misspellings
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,0,AL,35233,JEFFERSON,2059344011,np
10019,HELEN KELLER MEMORIAL HOSPITAL,400 N EDWARDS STREET,SHEFFIELD,AL,35660,JEFFERSON,2563864556,shuffling
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,0,35968,DE KALB,2568453150,np
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTON,0,35045,CHILTON,2057552500,np
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059344011,truth
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DSTHAN,AL,36302,HOUSTON,3347938701,misspellings
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,RL,35660,JEFFERSON,2563864556,misspellings
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,AJ,35903,ETOWAH,2564944000,misspellings
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,ONEONTA,AL,36302,HOUSTON,3347938701,shuffling
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358900,truth
10046,RIVERVIEW REGIONAL MEDICAL CENTER,4800 48TH ST,GADSDEN,AL,35901,ETOWAH,2565435200,shuffling
10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,LEE,3347493411,shuffling
20017,ALASKA REGIONAL HOSPITAL,205 MARENGO STREET,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,shuffling
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,truth
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,CRENSHAW,3343353374,truth
10164,JACKSON HOSPITAL & CLINIC INC,315 W HICKORY ST,SYLACAUGA,AL,35150,TALLADEGA,2562495000,shuffling
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,MADISON,2562651000,truth
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,0,AL,36078,ELMORE,3342836541,np
10029,EAST ALABAMA MEDICAL CENTER AND SNF,1000 PEPPERELL PARKWAY,OPELIKA,AL,36801,LEE,3347493411,misspellings
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTON,YL,35045,CHILTON,2057552500,misspellings
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,GEORGIANA,AL,36033,BUTLER,3343762205,truth
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,CRENSHAW,3343353374,truth
10050,CHEROKEE MEDICAL CENTER,150 GILBREATH DRIVE,ONEONTA,AL,35121,BLOUNT,2052743000,shuffling
10087,0,2451 FILLINGIM STREET,MOBILE,AL,36617,MOBILE,2514717110,np
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,AL,35903,ETOWAH,2564944000,truth
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,0,35957,MARSHALL,2565938310,np
10006,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,shuffling
10049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,AL,36330,COFFEG,3343470584,misspellings
10021,0,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,np
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDALUSIA,ZL,36420,COVINGTON,3342228466,misspellings
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,AL,35640,MORGAN,0,np
10108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,AL,36067,AUTAUGA,3343614267,truth
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,0,36854,CHAMBERS,3347561400,np
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,AL,36078,ELMORE,0,np
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,0,AL,36106,MONTGOMERY,3342938000,np
10025,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,shuffling
10029,EAST ALABAMA MEDICAL CENTEV AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,LEE,3347493411,misspellings
10023,BAPTIST MEDICAL CENTER SOUTH,0,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,np
10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOBHAN,AL,36305,HOUSTON,3347935000,misspellings
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALTBASTER,AL,35007,SHELBY,2056208100,misspellings
10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,AL,35058,CULLMAN,2567372000,truth
10019,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,shuffling
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDALUSIA,AL,36420,ETOWAH,3342228466,shuffling
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDALUSIA,AL,36420,COVINGTON,3342228466,truth
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35555,JEFFERSON,2563864556,shuffling
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,AL,36078,ELMORE,3342836541,shuffling
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,35150,DALE,3347742601,shuffling
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358900,truth
10032,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,JEFFERSON,2563864556,shuffling
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36302,HOUSTON,3347938701,truth
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,truth
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,truth
10010,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,AL,35976,MARSHALT,2565718000,misspellings
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,AL,35640,0,2567736511,np
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,truth
20018,0,PO BOX 287,BETHEL,AK,99559,BETHEL,9075436300,np
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,QEFFERSON,2563864556,misspellings
10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,0,AL,36305,HOUSTON,3347935000,np
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,AL,36278,RANDOEPH,2563572111,misspellings
10086,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,shuffling
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,AL,36278,MORGAN,2563572111,shuffling
10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,AQ,35058,CULLMAN,2567372000,misspellings
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,AL,35903,ETOWAH,2564944000,truth
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHSM,AL,35233,JEFFERSON,2053258100,misspellings
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AC,36784,CLARKE,3346366221,misspellings
10039,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,shuffling
10050,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,AL,35121,SHELBY,2052743000,shuffling
